type,lr,epoch,hidden/loss,knn/MSE,precision,recall
prediction,0.1,1,0.093623621819,0.042018603533,0.0665562913907,0.00524029129368
cf,0.1,1, 'decode',5.0,0.237417218543,0.0186351827736
cf,0.1,1, 'decode',100.0,0.165562913907,0.010004770913
cf,0.1,1, 'decode',200.0,0.190066225166,0.0124264095148
cf,0.1,1, 'decode',500.0,0.175165562914,0.0104723021572
cf,0.1,1, 'hidden',5.0,0.219536423841,0.0167379970453
cf,0.1,1, 'hidden',100.0,0.408940397351,0.0402962985666
cf,0.1,1, 'hidden',200.0,0.445033112583,0.0448394380051
cf,0.1,1, 'hidden',500.0,0.423841059603,0.0415961399588
cf,0.1,1, 'hidden_sigmoid',5.0,0.235430463576,0.017554086946
cf,0.1,1, 'hidden_sigmoid',100.0,0.254966887417,0.0218774876109
cf,0.1,1, 'hidden_sigmoid',200.0,0.317218543046,0.0257728447348
cf,0.1,1, 'hidden_sigmoid',500.0,0.341721854305,0.0271914207642
prediction,0.1,2,0.0438467589,0.04043296352,0.0715231788079,0.00517421331217
cf,0.1,2, 'decode',5.0,0.0264900662252,0.00166853932487
cf,0.1,2, 'decode',100.0,0.0579470198675,0.00459189761212
cf,0.1,2, 'decode',200.0,0.0307947019868,0.00171440155354
cf,0.1,2, 'decode',500.0,0.0248344370861,0.0010149242856
cf,0.1,2, 'hidden',5.0,0.245695364238,0.0195720548284
cf,0.1,2, 'hidden',100.0,0.438079470199,0.0442916033205
cf,0.1,2, 'hidden',200.0,0.439735099338,0.0443461533095
cf,0.1,2, 'hidden',500.0,0.408609271523,0.0398257908809
cf,0.1,2, 'hidden_sigmoid',5.0,0.0264900662252,0.00166853932487
cf,0.1,2, 'hidden_sigmoid',100.0,0.053642384106,0.00306384429186
cf,0.1,2, 'hidden_sigmoid',200.0,0.0867549668874,0.00517759399893
cf,0.1,2, 'hidden_sigmoid',500.0,0.109271523179,0.0054776735328
prediction,0.1,3,0.042207029003,0.03951338306,0.0596026490066,0.00455819794465
cf,0.1,3, 'decode',5.0,0.224503311258,0.0154600605595
cf,0.1,3, 'decode',100.0,0.146688741722,0.00897400204426
