type,lr,epoch,hidden/loss,knn/MSE,precision,recall
prediction,0.1,1,0.09321829523,0.041911967098,0.0688741721854,0.00608556721774
cf,0.1,1, 'decode',5.0,0.206953642384,0.0169723010018
cf,0.1,1, 'decode',100.0,0.151986754967,0.00918258124114
cf,0.1,1, 'decode',200.0,0.198675496689,0.0155211221971
cf,0.1,1, 'decode',500.0,0.187748344371,0.0120641492716
cf,0.1,1, 'hidden',5.0,0.231125827815,0.017681946224
cf,0.1,1, 'hidden',100.0,0.394701986755,0.0385186154732
cf,0.1,1, 'hidden',200.0,0.41059602649,0.0397623629034
cf,0.1,1, 'hidden',500.0,0.37582781457,0.0352847245914
cf,0.1,1, 'hidden_sigmoid',5.0,0.250662251656,0.0192801770366
cf,0.1,1, 'hidden_sigmoid',100.0,0.244370860927,0.0170101375899
cf,0.1,1, 'hidden_sigmoid',200.0,0.259933774834,0.0194245354045
cf,0.1,1, 'hidden_sigmoid',500.0,0.253642384106,0.0196128041047
prediction,0.1,2,0.043870312376,0.040361791849,0.0675496688742,0.00520620700767
cf,0.1,2, 'decode',5.0,0.0129139072848,0.000346807822943
cf,0.1,2, 'decode',100.0,0.0218543046358,0.000898133557368
cf,0.1,2, 'decode',200.0,0.00529801324503,0.000198125449175
cf,0.1,2, 'decode',500.0,0.00529801324503,0.000115995615005
cf,0.1,2, 'hidden',5.0,0.223509933775,0.0169472748721
cf,0.1,2, 'hidden',100.0,0.444370860927,0.0452681612792
cf,0.1,2, 'hidden',200.0,0.448013245033,0.0445129577794
cf,0.1,2, 'hidden',500.0,0.408609271523,0.0398608808464
cf,0.1,2, 'hidden_sigmoid',5.0,0.0023178807947,5.69005439421e-05
cf,0.1,2, 'hidden_sigmoid',100.0,0.00860927152318,0.000444476315893
cf,0.1,2, 'hidden_sigmoid',200.0,0.00264900662252,0.000159091748835
cf,0.1,2, 'hidden_sigmoid',500.0,0.0023178807947,6.85724977923e-05
prediction,0.1,3,0.042227571018,0.039601992815,0.0509933774834,0.00351359825635
cf,0.1,3, 'decode',5.0,0.158940397351,0.0151179778937
cf,0.1,3, 'decode',100.0,0.137748344371,0.00810681712961
cf,0.1,3, 'decode',200.0,0.137748344371,0.00991858670141
cf,0.1,3, 'decode',500.0,0.0619205298013,0.00290876847009
cf,0.1,3, 'hidden',5.0,0.240728476821,0.0180125398867
cf,0.1,3, 'hidden',100.0,0.434768211921,0.0450115798236
cf,0.1,3, 'hidden',200.0,0.461920529801,0.0480969247014
cf,0.1,3, 'hidden',500.0,0.431125827815,0.0427956995313
cf,0.1,3, 'hidden_sigmoid',5.0,0.165894039735,0.0157489514693
cf,0.1,3, 'hidden_sigmoid',100.0,0.16357615894,0.0111102947624
cf,0.1,3, 'hidden_sigmoid',200.0,0.103973509934,0.00744322069272
cf,0.1,3, 'hidden_sigmoid',500.0,0.0774834437086,0.00405083425681
prediction,0.1,4,0.041976279173,0.04012273997,0.0817880794702,0.00706205875229
cf,0.1,4, 'decode',5.0,0.0238410596026,0.00123603119108
cf,0.1,4, 'decode',100.0,0.0175496688742,0.00107584583466
cf,0.1,4, 'decode',200.0,0.0215231788079,0.00117787919162
cf,0.1,4, 'decode',500.0,0.0278145695364,0.00114814673935
cf,0.1,4, 'hidden',5.0,0.233443708609,0.0192817229019
cf,0.1,4, 'hidden',100.0,0.446026490066,0.0455690075827
cf,0.1,4, 'hidden',200.0,0.433774834437,0.0430566351634
cf,0.1,4, 'hidden',500.0,0.416556291391,0.0413433483601
cf,0.1,4, 'hidden_sigmoid',5.0,0.0327814569536,0.00213891206013
cf,0.1,4, 'hidden_sigmoid',100.0,0.0185430463576,0.00104926239945
cf,0.1,4, 'hidden_sigmoid',200.0,0.017880794702,0.000887315794623
cf,0.1,4, 'hidden_sigmoid',500.0,0.0271523178808,0.00133562359429
prediction,0.1,5,0.043117230137,0.040448922663,0.0519867549669,0.00319267597162
cf,0.1,5, 'decode',5.0,0.046357615894,0.00281486236082
