type,lr,epoch,hidden/loss,knn/MSE,precision,recall
cf,0.1,4, 'hidden',200.0,0.459271523179,0.0456810154801
cf,0.01,30, 'hidden',500.0,0.356291390728,0.0288407929649
cf,0.001,4, 'hidden_sigmoid',500.0,0.307947019868,0.0257333501406
cf,0.0001,22, 'hidden_sigmoid',500.0,0.541721854305,0.0553604319505
cf,1e-05,4, 'hidden',200.0,0.480463576159,0.0523680099531
prediction,0.1,24,0.046699976118,0.043181866407,0.15,0.0123653297268
prediction,0.01,21,0.042285017287,0.039940509945,0.154635761589,0.0131992578694
prediction,0.001,5,0.42737459372,0.42805919051,0.0639072847682,0.00529179662141
prediction,0.0001,8,0.035882863622,0.030400540679,0.13940397351,0.0105135280941
prediction,1e-05,30,0.043209075736,0.03819287195,0.122847682119,0.00897171512541
