type,lr,epoch,hidden/loss,knn/MSE,precision,recall
prediction,0.1,1,0.092100625332,0.042235393077,0.0778145695364,0.00476496953224
cf,0.1,1, 'hidden',200.0,0.455298013245,0.046634530166
prediction,0.1,2,0.043787270784,0.040446285158,0.0655629139073,0.00526637787006
cf,0.1,2, 'hidden',200.0,0.430132450331,0.0420406538909
prediction,0.1,3,0.042234535591,0.039537541568,0.0569536423841,0.00489583757763
cf,0.1,3, 'hidden',200.0,0.447682119205,0.0452575439337
prediction,0.1,4,0.041958249341,0.039943765848,0.0539735099338,0.00463190646111
cf,0.1,4, 'hidden',200.0,0.429801324503,0.042920405154
prediction,0.1,5,0.043063625979,0.040278401225,0.0311258278146,0.00246365843554
cf,0.1,5, 'hidden',500.0,0.299337748344,0.0218969695268
prediction,0.1,6,0.04363609879,0.040830731391,0.00596026490066,0.000337887400648
cf,0.1,6, 'hidden_sigmoid',5.0,0.241059602649,0.0183663730942
prediction,0.1,7,0.043809515113,0.040346644818,0.0023178807947,0.000332743047975
cf,0.1,7, 'decode',5.0,0.208609271523,0.0174587904693
prediction,0.1,8,0.043558999227,0.040409792214,0.0205298013245,0.00155386183927
cf,0.1,8, 'decode',5.0,0.165894039735,0.00863298063173
prediction,0.1,9,0.043852546658,0.040661137551,0.00596026490066,0.000514285163238
cf,0.1,9, 'decode',5.0,0.166887417219,0.0158469981911
cf,0.1,9, 'hidden_sigmoid',5.0,0.166887417219,0.0158469981911
prediction,0.1,10,0.044289656508,0.040740050375,0.00132450331126,8.45732633812e-05
cf,0.1,10, 'decode',100.0,0.148013245033,0.00857252703976
prediction,0.1,11,0.044694997465,0.04169699922,0.00496688741722,0.000341132952568
cf,0.1,11, 'decode',5.0,0.220198675497,0.0187891030682
prediction,0.1,12,0.04444308512,0.040791813284,0.00496688741722,0.000278248429052
cf,0.1,12, 'decode',5.0,0.139072847682,0.0118305743626
prediction,0.1,13,0.04418214038,0.040541958063,0.00993377483444,0.000703293289334
cf,0.1,13, 'hidden_sigmoid',5.0,0.192715231788,0.0166667646092
prediction,0.1,14,0.04421171928,0.041110564023,0.00165562913907,0.000272398817967
cf,0.1,14, 'decode',100.0,0.148675496689,0.00955519384533
prediction,0.1,15,0.044522762776,0.04100087285,0.00198675496689,0.000424799581736
cf,0.1,15, 'hidden_sigmoid',5.0,0.195695364238,0.0167708493291
prediction,0.1,16,0.044980844912,0.041557744145,0.00165562913907,0.000214257888586
cf,0.1,16, 'decode',5.0,0.201324503311,0.0177438017208
cf,0.1,16, 'hidden_sigmoid',5.0,0.201324503311,0.0177438017208
prediction,0.1,17,0.045731865538,0.042000576853,0.0,0.0
cf,0.1,17, 'hidden_sigmoid',100.0,0.132119205298,0.00790685953061
prediction,0.1,18,0.045214758947,0.041664693504,0.00298013245033,0.000618069949754
cf,0.1,18, 'decode',5.0,0.171523178808,0.0140526234445
prediction,0.1,19,0.04460660158,0.041322231292,0.0023178807947,0.000277523416496
cf,0.1,19, 'decode',5.0,0.190728476821,0.0173524752828
cf,0.1,19, 'hidden_sigmoid',5.0,0.190728476821,0.0173524752828
prediction,0.1,20,0.04449296437,0.04124730452,0.0526490066225,0.00388720015159
cf,0.1,20, 'decode',100.0,0.126158940397,0.00828066154799
prediction,0.1,21,0.044558373399,0.041019592434,0.00761589403974,0.000587557320964
cf,0.1,21, 'decode',5.0,0.162582781457,0.0132817661922
prediction,0.1,22,0.044888791938,0.041573826223,0.00496688741722,0.000276637041782
cf,0.1,22, 'decode',5.0,0.154966887417,0.0140832052068
cf,0.1,22, 'hidden_sigmoid',5.0,0.154966887417,0.0140832052068
prediction,0.1,23,0.045575315944,0.042128805071,0.00794701986755,0.000885513218432
cf,0.1,23, 'decode',5.0,0.202649006623,0.0174567787186
cf,0.1,23, 'hidden_sigmoid',5.0,0.202649006623,0.0174567787186
prediction,0.1,24,0.046770280083,0.04296215251,0.00960264900662,0.000407956763789
cf,0.1,24, 'hidden_sigmoid',5.0,0.221523178808,0.018570450472
